drugbank_id	name	cas	group
DB01014	Balsalazide	80573-04-2	approved,investigational,
DB01015	Sulfamethoxazole	723-46-6	approved,
DB01016	Glyburide	10238-21-8	approved,
DB01017	Minocycline	10118-90-8	approved,investigational,
DB01018	Guanfacine	29110-47-2	approved,investigational,
DB01019	Bethanechol	674-38-4	approved,
DB01020	Isosorbide Mononitrate	16051-77-7	approved,
DB01021	Trichlormethiazide	133-67-5	approved,vet_approved,
DB01022	Phylloquinone	84-80-0	approved,investigational,
DB01023	Felodipine	72509-76-3	approved,investigational,
DB01024	Mycophenolic acid	24280-93-1	approved,
DB01025	Amlexanox	68302-57-8	approved,investigational,
DB01026	Ketoconazole	65277-42-1	approved,investigational,
DB01028	Methoxyflurane	76-38-0	approved,investigational,vet_approved,
DB01029	Irbesartan	138402-11-6	approved,investigational,
DB01030	Topotecan	123948-87-8	approved,investigational,
DB01031	Ethinamate	126-52-3	approved,illicit,withdrawn,
DB01032	Probenecid	57-66-9	approved,investigational,
DB01033	Mercaptopurine	50-44-2	approved,
DB01034	Cerulenin	17397-89-6	approved,
DB01035	Procainamide	51-06-9	approved,
DB01036	Tolterodine	124937-51-5	approved,investigational,
DB01037	Selegiline	14611-51-9	approved,investigational,vet_approved,
DB01038	Carphenazine	2622-30-2	withdrawn,
DB01039	Fenofibrate	49562-28-9	approved,
DB01040	Hydroxystilbamidine Isethionate	533-22-2	approved,
DB01041	Thalidomide	50-35-1	approved,investigational,withdrawn,
DB01042	Melphalan	148-82-3	approved,
DB01043	Memantine	19982-08-2	approved,investigational,
DB01044	Gatifloxacin	112811-59-3	approved,investigational,
DB01045	Rifampicin	13292-46-1	approved,
DB01046	Lubiprostone	136790-76-6	approved,investigational,
DB01047	Fluocinonide	356-12-7	approved,investigational,
DB01048	Abacavir	136470-78-5	approved,investigational,
DB01049	Ergoloid mesylate	8067-24-1	approved,
DB01050	Ibuprofen	15687-27-1	approved,
DB01051	Novobiocin	303-81-1	approved,investigational,vet_approved,
DB01053	Benzylpenicillin	61-33-6	approved,vet_approved,
DB01054	Nitrendipine	39562-70-4	approved,investigational,
DB01055	Mimosine	500-44-7	approved,
DB01056	Tocainide	41708-72-9	approved,
DB01057	Echothiophate	6736-03-4	approved,
DB01058	Praziquantel	55268-74-1	approved,investigational,vet_approved,
DB01059	Norfloxacin	70458-96-7	approved,
DB01060	Amoxicillin	26787-78-0	approved,vet_approved,
DB01061	Azlocillin	37091-66-0	approved,
DB01062	Oxybutynin	5633-20-5	approved,investigational,
DB01063	Acetophenazine	2751-68-0	approved,
DB01064	Isoprenaline	7683-59-2	approved,investigational,
DB01065	Melatonin	73-31-4	approved,nutraceutical,vet_approved,
DB01066	Cefditoren	104145-95-1	approved,investigational,
DB01067	Glipizide	29094-61-9	approved,investigational,
DB01068	Clonazepam	1622-61-3	approved,illicit,
DB01069	Promethazine	60-87-7	approved,investigational,
DB01070	Dihydrotachysterol	67-96-9	approved,
DB01071	Mequitazine	29216-28-2	approved,
DB01072	Atazanavir	198904-31-3	approved,investigational,
DB01073	Fludarabine	21679-14-1	approved,
DB01074	Perhexiline	6621-47-2	approved,investigational,
DB01075	Diphenhydramine	58-73-1	approved,investigational,
DB01076	Atorvastatin	134523-00-5	approved,
DB01077	Etidronic acid	2809-21-4	approved,
DB01078	Deslanoside	17598-65-1	approved,
DB01079	Tegaserod	145158-71-0	approved,investigational,withdrawn,
DB01080	Vigabatrin	68506-86-5	approved,
DB01081	Diphenoxylate	915-30-0	approved,illicit,
DB01082	Streptomycin	57-92-1	approved,vet_approved,
DB01083	Orlistat	96829-58-2	approved,investigational,
DB01084	Emedastine	87233-61-2	approved,
DB01085	Pilocarpine	92-13-7	approved,investigational,
DB01086	Benzocaine	94-09-7	approved,investigational,
DB01087	Primaquine	90-34-6	approved,
DB01088	Iloprost	78919-13-8	approved,investigational,
DB01089	Deserpidine	131-01-1	approved,
DB01090	Pentolinium	144-44-5	approved,
DB01091	Butenafine	101828-21-1	approved,
DB01092	Ouabain	630-60-4	approved,
DB01093	Dimethyl sulfoxide	67-68-5	approved,vet_approved,
DB01094	Hesperetin	520-33-2	approved,
DB01095	Fluvastatin	93957-54-1	approved,
DB01096	Oxamniquine	21738-42-1	approved,
DB01097	Leflunomide	75706-12-6	approved,investigational,
DB01098	Rosuvastatin	287714-41-4	approved,
DB01099	Flucytosine	2022-85-7	approved,investigational,
DB01100	Pimozide	2062-78-4	approved,
DB01101	Capecitabine	154361-50-9	approved,investigational,
DB01102	Arbutamine	128470-16-6	approved,
DB01103	Quinacrine	83-89-6	approved,investigational,
DB01104	Sertraline	79617-96-2	approved,
DB01105	Sibutramine	106650-56-0	approved,illicit,investigational,withdrawn,
DB01106	Levocabastine	79516-68-0	approved,investigational,
DB01107	Methyprylon	125-64-4	approved,illicit,withdrawn,
DB01108	Trilostane	13647-35-3	approved,investigational,vet_approved,withdrawn,
DB01109	Heparin	9005-49-6	approved,investigational,
DB01110	Miconazole	22916-47-8	approved,investigational,vet_approved,
DB01111	Colistimethate	12705-41-8	approved,vet_approved,
DB01112	Cefuroxime	55268-75-2	approved,
DB01113	Papaverine	58-74-2	approved,investigational,
DB01114	Chlorphenamine	132-22-9	approved,
DB01115	Nifedipine	21829-25-4	approved,
DB01116	Trimethaphan	7187-66-8	approved,investigational,
DB01117	Atovaquone	95233-18-4	approved,
DB01118	Amiodarone	1951-25-3	approved,investigational,
DB01119	Diazoxide	364-98-7	approved,
DB01120	Gliclazide	21187-98-4	approved,
DB01121	Phenacemide	63-98-9	approved,
DB01122	Ambenonium	7648-98-8	approved,
DB01123	Proflavine	92-62-6	approved,
DB01124	Tolbutamide	64-77-7	approved,investigational,
DB01125	Anisindione	117-37-3	approved,
DB01126	Dutasteride	164656-23-9	approved,investigational,
DB01127	Econazole	27220-47-9	approved,
DB01128	Bicalutamide	90357-06-5	approved,
DB01129	Rabeprazole	117976-89-3	approved,investigational,
DB01130	Prednicarbate	73771-04-7	approved,investigational,
DB01131	Proguanil	500-92-5	approved,
DB01132	Pioglitazone	111025-46-8	approved,investigational,
DB01133	Tiludronic acid	89987-06-4	approved,investigational,vet_approved,
DB01134	Desoxycorticosterone Pivalate	808-48-0	experimental,vet_approved,
DB01135	Doxacurium chloride	106819-53-8	approved,
DB01136	Carvedilol	72956-09-3	approved,investigational,
DB01137	Levofloxacin	100986-85-4	approved,investigational,
DB01138	Sulfinpyrazone	57-96-5	approved,
DB01139	Cefapirin	21593-23-7	approved,vet_approved,
DB01140	Cefadroxil	50370-12-2	approved,vet_approved,withdrawn,
DB01141	Micafungin	235114-32-6	approved,investigational,
DB01142	Doxepin	1668-19-5	approved,investigational,
DB01143	Amifostine	20537-88-6	approved,investigational,
DB01144	Diclofenamide	120-97-8	approved,investigational,
DB01145	Sulfoxone	144-76-3	approved,
DB01146	Diphenylpyraline	147-20-6	approved,investigational,
DB01147	Cloxacillin	61-72-3	approved,investigational,vet_approved,
DB01148	Flavoxate	15301-69-6	approved,
DB01149	Nefazodone	83366-66-9	approved,withdrawn,
DB01150	Cefprozil	92665-29-7	approved,
DB01151	Desipramine	50-47-5	approved,investigational,
DB01152	Candicidin	1403-17-4	withdrawn,
DB01153	Sertaconazole	99592-32-2	approved,investigational,
DB01154	Thiamylal	77-27-0	approved,vet_approved,
DB01155	Gemifloxacin	175463-14-6	approved,investigational,
DB01156	Bupropion	34911-55-2	approved,
DB01157	Trimetrexate	52128-35-5	approved,investigational,
DB01158	Bretylium	59-41-6	approved,
DB01159	Halothane	151-67-7	approved,vet_approved,
DB01160	Dinoprost Tromethamine	38562-01-5	approved,vet_approved,
DB01161	Chloroprocaine	133-16-4	approved,
DB01162	Terazosin	63590-64-7	approved,
DB01163	Amdinocillin	32887-01-7	investigational,withdrawn,
DB01164	Calcium Chloride	10043-52-4	approved,
DB01165	Ofloxacin	82419-36-1	approved,
DB01166	Cilostazol	73963-72-1	approved,investigational,
DB01167	Itraconazole	84625-61-6	approved,investigational,
DB01168	Procarbazine	671-16-9	approved,investigational,
DB01169	Arsenic trioxide	1327-53-3	approved,investigational,
DB01170	Guanethidine	55-65-2	approved,
DB01171	Moclobemide	71320-77-9	approved,investigational,
DB01172	Kanamycin	59-01-8	approved,investigational,vet_approved,
DB01173	Orphenadrine	83-98-7	approved,
DB01174	Phenobarbital	50-06-6	approved,investigational,
DB01175	Escitalopram	128196-01-0	approved,investigational,
DB01176	Cyclizine	82-92-8	approved,
DB01177	Idarubicin	58957-92-9	approved,
DB01178	Chlormezanone	80-77-3	approved,investigational,withdrawn,
DB01179	Podofilox	518-28-5	approved,
DB01180	Rescinnamine	24815-24-5	approved,
DB01181	Ifosfamide	3778-73-2	approved,
DB01182	Propafenone	54063-53-5	approved,
DB01183	Naloxone	465-65-6	approved,vet_approved,
DB01184	Domperidone	57808-66-9	approved,investigational,vet_approved,
DB01185	Fluoxymesterone	76-43-7	approved,illicit,
DB01186	Pergolide	66104-22-1	approved,investigational,vet_approved,withdrawn,
DB01187	Iophendylate	99-79-6	approved,
DB01188	Ciclopirox	29342-05-0	approved,investigational,
DB01189	Desflurane	57041-67-5	approved,
DB01190	Clindamycin	18323-44-9	approved,vet_approved,
DB01191	Dexfenfluramine	3239-44-9	approved,illicit,investigational,withdrawn,
DB01192	Oxymorphone	76-41-5	approved,investigational,vet_approved,
DB01193	Acebutolol	37517-30-9	approved,investigational,
DB01194	Brinzolamide	138890-62-7	approved,
DB01195	Flecainide	54143-55-4	approved,withdrawn,
DB01196	Estramustine	2998-57-4	approved,investigational,
DB01197	Captopril	62571-86-2	approved,
DB01198	Zopiclone	43200-80-2	approved,
DB01199	Tubocurarine	57-95-4	approved,
DB01200	Bromocriptine	25614-03-3	approved,investigational,
DB01201	Rifapentine	61379-65-5	approved,investigational,
DB01202	Levetiracetam	102767-28-2	approved,investigational,
DB01203	Nadolol	42200-33-9	approved,
DB01204	Mitoxantrone	65271-80-9	approved,investigational,
DB01205	Flumazenil	78755-81-4	approved,
DB01206	Lomustine	13010-47-4	approved,investigational,
DB01207	Ridogrel	110140-89-1	approved,
DB01208	Sparfloxacin	110871-86-8	approved,investigational,
DB01209	Dezocine	53648-55-8	approved,investigational,
DB01210	Levobunolol	47141-42-4	approved,
DB01211	Clarithromycin	81103-11-9	approved,
DB01212	Ceftriaxone	73384-59-5	approved,
DB01213	Fomepizole	7554-65-6	approved,vet_approved,
DB01214	Metipranolol	22664-55-7	approved,
DB01215	Estazolam	29975-16-4	approved,illicit,
DB01216	Finasteride	98319-26-7	approved,
DB01217	Anastrozole	120511-73-1	approved,investigational,
DB01218	Halofantrine	69756-53-2	approved,
DB01219	Dantrolene	7261-97-4	approved,investigational,
DB01220	Rifaximin	80621-81-4	approved,investigational,
DB01221	Ketamine	6740-88-1	approved,vet_approved,
DB01222	Budesonide	51333-22-3	approved,
DB01223	Aminophylline	317-34-0	approved,
DB01224	Quetiapine	111974-69-7	approved,
DB01225	Enoxaparin	9005-49-6	approved,
DB01226	Mivacurium	133814-19-4	approved,
DB01227	Levomethadyl Acetate	1477-40-3	approved,investigational,
DB01228	Encainide	66778-36-7	approved,investigational,withdrawn,
DB01229	Paclitaxel	33069-62-4	approved,vet_approved,
DB01230	Pemoline	2152-34-3	illicit,investigational,withdrawn,
DB01231	Diphenidol	972-02-1	approved,investigational,withdrawn,
DB01232	Saquinavir	127779-20-8	approved,investigational,
DB01233	Metoclopramide	364-62-5	approved,investigational,
DB01234	Dexamethasone	50-02-2	approved,investigational,vet_approved,
DB01235	Levodopa	59-92-7	approved,
DB01236	Sevoflurane	28523-86-6	approved,vet_approved,
DB01237	Bromodiphenhydramine	118-23-0	approved,
DB01238	Aripiprazole	129722-12-9	approved,investigational,
DB01239	Chlorprothixene	113-59-7	approved,investigational,withdrawn,
DB01240	Epoprostenol	35121-78-9	approved,
DB01241	Gemfibrozil	25812-30-0	approved,
DB01242	Clomipramine	303-49-1	approved,investigational,vet_approved,
DB01243	Chloroxine	773-76-2	approved,
DB01244	Bepridil	64706-54-3	approved,withdrawn,
DB01245	Decamethonium	156-74-1	approved,
DB01246	Alimemazine	84-96-8	approved,vet_approved,
DB01247	Isocarboxazid	59-63-2	approved,
DB01248	Docetaxel	114977-28-5	approved,investigational,
DB01249	Iodixanol	92339-11-2	approved,
DB01250	Olsalazine	15722-48-2	approved,
DB01251	Gliquidone	33342-05-1	approved,investigational,
DB01252	Mitiglinide	145375-43-5	approved,investigational,
DB01253	Ergonovine	60-79-7	approved,
DB01254	Dasatinib	302962-49-8	approved,investigational,
DB01255	Lisdexamfetamine	608137-32-2	approved,investigational,
DB01256	Retapamulin	224452-66-8	approved,
DB01259	Lapatinib	231277-92-2	approved,investigational,
DB01260	Desonide	638-94-8	approved,investigational,
DB01261	Sitagliptin	486460-32-6	approved,investigational,
DB01262	Decitabine	2353-33-5	approved,investigational,
DB01263	Posaconazole	171228-49-2	approved,investigational,vet_approved,
DB01264	Darunavir	206361-99-1	approved,
DB01265	Telbivudine	3424-98-4	approved,investigational,
DB01266	Sinecatechins	188265-33-0	approved,investigational,nutraceutical,
DB01267	Paliperidone	144598-75-4	approved,
DB01268	Sunitinib	557795-19-4	approved,investigational,
DB01273	Varenicline	249296-44-4	approved,investigational,
DB01274	Arformoterol	67346-49-0	approved,investigational,
DB01275	Hydralazine	86-54-4	approved,
DB01280	Nelarabine	121032-29-9	approved,investigational,
DB01282	Carbetocin	37025-55-1	approved,investigational,
DB01283	Lumiracoxib	220991-20-8	approved,investigational,
DB01284	Tetracosactide	16960-16-0	approved,
DB01288	Fenoterol	13392-18-2	approved,investigational,
DB01289	Glisoxepide	25046-79-1	investigational,
DB01291	Pirbuterol	38677-81-5	approved,
DB01294	Bismuth Subsalicylate	14882-18-9	approved,vet_approved,
DB01295	Bevantolol	59170-23-9	approved,
DB01296	Glucosamine	3416-24-8	approved,investigational,
DB01297	Practolol	6673-35-4	approved,
DB01298	Sulfacytine	17784-12-2	approved,
DB01299	Sulfadoxine	2447-57-6	approved,investigational,
DB01301	Rolitetracycline	751-97-3	approved,
DB01303	Oxtriphylline	4499-40-5	approved,
DB01319	Fosamprenavir	226700-79-4	approved,
DB01320	Fosphenytoin	93390-81-9	approved,investigational,
DB01321	Josamycin	16846-24-5	approved,investigational,
DB01322	Kava	9000-38-8	approved,investigational,nutraceutical,
DB01323	St. John's Wort	84082-80-4	approved,investigational,nutraceutical,
DB01324	Polythiazide	346-18-9	approved,
DB01325	Quinethazone	73-49-4	approved,
DB01326	Cefamandole	34444-01-4	approved,investigational,
DB01327	Cefazolin	25953-19-9	approved,
DB01328	Cefonicid	61270-58-4	approved,investigational,
DB01329	Cefoperazone	62893-19-0	approved,investigational,
DB01330	Cefotetan	69712-56-7	approved,
DB01331	Cefoxitin	35607-66-0	approved,
DB01332	Ceftizoxime	68401-81-0	approved,investigational,
DB01333	Cefradine	38821-53-3	approved,
DB01336	Metocurine	5152-30-7	approved,
DB01337	Pancuronium		approved,
DB01338	Pipecuronium	68399-58-6	approved,
DB01339	Vecuronium	86029-43-8	approved,
DB01340	Cilazapril	88768-40-5	approved,
DB01341	Dihydroquinidine barbiturate		experimental,
DB01342	Forasartan	145216-43-9	experimental,
DB01344	Tolevamer	28210-41-5	approved,investigational,
DB01345	Potassium	24203-36-9	approved,investigational,
DB01346	Quinidine barbiturate		approved,
DB01347	Saprisartan	146623-69-0	experimental,
DB01348	Spirapril	83647-97-6	approved,
DB01349	Tasosartan	145733-36-4	approved,
DB01351	Amobarbital	57-43-2	approved,illicit,
DB01352	Aprobarbital	77-02-1	approved,illicit,
DB01353	Butethal	77-28-1	approved,illicit,
DB01354	Heptabarbital	509-86-4	approved,
DB01355	Hexobarbital	56-29-1	approved,
DB01356	Lithium	7439-93-2	approved,
DB01357	Mestranol	72-33-3	approved,
DB01359	Penbutolol	38363-40-5	approved,investigational,
DB01362	Iohexol	66108-95-0	approved,
DB01363	Ephedra		approved,nutraceutical,withdrawn,
DB01364	Ephedrine	299-42-3	approved,
DB01365	Mephentermine	100-92-5	approved,
DB01366	Procaterol	72332-33-3	approved,investigational,
DB01367	Rasagiline	136236-51-6	approved,
DB01369	Quinupristin	120138-50-3	approved,
DB01370	Aluminium	7429-90-5	approved,investigational,
DB01373	Calcium	7440-70-2	approved,nutraceutical,
DB01375	Aluminium monostearate	7047-84-9	experimental,
DB01377	Magnesium oxide	1309-48-4	approved,
DB01378	Magnesium	7439-95-4	approved,nutraceutical,
DB01380	Cortisone acetate	50-04-4	approved,investigational,
DB01381	Ginkgo biloba		approved,investigational,nutraceutical,
DB01382	Glycodiazine	339-44-6	approved,investigational,
DB01384	Paramethasone	53-33-8	approved,
DB01388	Mibefradil	116644-53-2	investigational,withdrawn,
DB01390	Sodium bicarbonate	144-55-8	approved,
DB01392	Yohimbine	146-48-5	approved,investigational,vet_approved,
DB01393	Bezafibrate	41859-67-0	approved,investigational,
DB01394	Colchicine	64-86-8	approved,
DB01395	Drospirenone	67392-87-4	approved,
DB01396	Digitoxin	71-63-6	approved,investigational,
DB01397	Magnesium salicylate	18917-89-0	approved,
DB01399	Salsalate	552-94-3	approved,
DB01400	Neostigmine	59-99-4	approved,vet_approved,
DB01401	Choline magnesium trisalicylate	64425-90-7	approved,
DB01403	Methotrimeprazine	60-99-1	approved,investigational,
DB01404	Ginseng	50647-08-0	approved,investigational,nutraceutical,
DB01405	Temafloxacin	108319-06-8	withdrawn,
DB01406	Danazol	17230-88-5	approved,
DB01407	Clenbuterol	37148-27-9	approved,investigational,vet_approved,
DB01408	Bambuterol	81732-65-2	approved,investigational,
DB01409	Tiotropium	186691-13-4	approved,
DB01410	Ciclesonide	126544-47-6	approved,investigational,
DB01411	Pranlukast	103177-37-3	approved,investigational,
DB01412	Theobromine	83-67-0	approved,investigational,
DB01413	Cefepime	88040-23-7	approved,investigational,
DB01414	Cefacetrile	10206-21-0	approved,
DB01415	Ceftibuten	97519-39-6	approved,investigational,
DB01416	Cefpodoxime	80210-62-4	approved,vet_approved,
DB01418	Acenocoumarol	152-72-7	approved,investigational,
DB01419	Antrafenine	55300-29-3	approved,
DB01420	Testosterone propionate	57-85-2	approved,investigational,vet_approved,withdrawn,
DB01421	Paromomycin	7542-37-2	approved,investigational,
DB01422	Nitroxoline	4008-48-4	approved,
DB01423	Stepronin	72324-18-6	approved,
DB01424	Aminophenazone	58-15-1	approved,withdrawn,
DB01425	Alizapride	59338-93-1	approved,
DB01426	Ajmaline	4360-12-7	approved,investigational,
DB01427	Amrinone	60719-84-8	approved,
DB01428	Oxybenzone	131-57-7	approved,
DB01429	Aprindine	37640-71-4	approved,
DB01430	Almitrine	27469-53-0	approved,
DB01431	Allylestrenol	432-60-0	approved,
DB01432	Cholestyramine	11041-12-6	approved,investigational,
DB01433	Methadyl Acetate	509-74-0	approved,illicit,
DB01434	19-norandrostenedione	734-32-7	experimental,illicit,
DB01435	Antipyrine	60-80-0	approved,investigational,
DB01436	Alfacalcidol	41294-56-8	approved,nutraceutical,
DB01437	Glutethimide	77-21-4	approved,illicit,
DB01438	Phenazopyridine	94-78-0	approved,
DB01439	3-Methylthiofentanyl	86052-04-2	experimental,illicit,
DB01440	Gamma Hydroxybutyric Acid	591-81-1	approved,illicit,investigational,
DB01441	5-Methoxy-N,N-diisopropyltryptamine	4021-34-5	experimental,illicit,
DB01442	MMDA	13674-05-0	experimental,illicit,
DB01443	19-Nor-5-androstenedione	19289-77-1	experimental,illicit,
DB01444	Dimethylthiambutene	524-84-5	experimental,illicit,
DB01445	Bufotenine	487-93-4	experimental,illicit,
DB01446	Alpha-methyltryptamine	299-26-3	experimental,illicit,
DB01447	4-Methylaminorex	3568-94-3	experimental,illicit,
DB01448	19-Nor-4-androstenedione		experimental,illicit,
DB01450	Dihydroetorphine	14357-76-7	experimental,illicit,
DB01451	1-Androstenedione		experimental,illicit,
DB01452	Heroin	561-27-3	approved,illicit,investigational,
DB01453	Beta-hydroxyfentanyl	78995-10-5	experimental,illicit,
DB01454	Midomafetamine	42542-10-9	experimental,illicit,investigational,
DB01455	19-Nor-5-androstenediol		experimental,illicit,
DB01456	5-androstenedione	571-36-8	experimental,illicit,
DB01458	2,5-Dimethoxy-4-(n)-propylthiophenethylamine	207740-26-9	experimental,illicit,
DB01459	Bezitramide	15301-48-1	experimental,illicit,withdrawn,
DB01460	Diethyltryptamine	61-51-8	experimental,illicit,
DB01461	Dimenoxadol	509-78-4	experimental,illicit,
DB01462	Etonitazene	911-65-9	experimental,illicit,
DB01463	Fencamfamine	1209-98-9	approved,illicit,withdrawn,
DB01464	Furethidine	2385-81-1	experimental,illicit,
DB01465	2,5-Dimethoxyamphetamine	2801-68-5	experimental,illicit,
DB01466	Ethylmorphine	76-58-4	approved,illicit,
DB01467	2,5-Dimethoxy-4-ethylamphetamine	22004-32-6	experimental,illicit,
DB01468	Ethylmethylthiambutene	441-61-2	experimental,illicit,
DB01469	Acetorphine	25333-77-1	experimental,illicit,
DB01470	α-methylthiofentanyl	103963-66-2	illicit,
DB01471	Bolasterone	1605-89-6	experimental,illicit,
DB01472	4-Methoxyamphetamine	64-13-1	experimental,illicit,
DB01473	Betaprodine	468-59-7	experimental,illicit,
DB01474	17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene	571-03-9	experimental,illicit,
DB01475	Dioxaphetyl butyrate	467-86-7	experimental,illicit,
DB01476	Haloxazolam	59128-97-1	experimental,illicit,
DB01477	Codeine methylbromide	125-27-9	experimental,illicit,
DB01478	Desmethylprodine	13147-09-6	experimental,illicit,
DB01479	BA-2664	641-82-7	experimental,illicit,
DB01480	Cyprenorphine	4406-22-8	experimental,illicit,
DB01481	1-Testosterone	65-06-5	experimental,illicit,investigational,
DB01482	Fenethylline	3736-08-1	approved,
DB01483	Barbital	57-44-3	illicit,
DB01484	4-Bromo-2,5-dimethoxyamphetamine	32156-26-6	experimental,illicit,
DB01485	4-Hydroxytestosterone	2141-17-5	experimental,illicit,
DB01486	Cathine	492-39-7	experimental,illicit,
DB01487	Embutramide	15687-14-6	experimental,illicit,
DB01488	Dimethyltryptamine	61-50-7	experimental,illicit,
DB01489	Camazepam	36104-80-0	approved,illicit,
DB01490	Aminorex	2207-50-3	experimental,illicit,
DB01491	Dipipanone	467-83-4	experimental,illicit,
DB01493	Ethylestrenol	965-90-2	withdrawn,
DB01494	Chloral betaine	2218-68-0	illicit,withdrawn,
DB01495	Dichloralphenazone	480-30-8	approved,illicit,
DB01496	Barbituric acid derivative		experimental,illicit,
DB01497	Etorphine	14521-96-1	illicit,vet_approved,
DB01498	Alphamethadol	17199-54-1	experimental,illicit,
DB01499	Alphameprodine	468-51-9	experimental,illicit,
DB01500	Oxabolone	4721-69-1	experimental,illicit,
DB01501	Difenoxin	28782-42-5	approved,illicit,
DB01502	Diampromide	552-25-0	experimental,illicit,
DB01503	1-Androstenediol		experimental,illicit,
DB01505	Etoxeridine	469-82-9	experimental,illicit,
DB01506	1-Phenylcyclohexylamine	2201-24-3	experimental,illicit,
DB01509	3,4-Methylenedioxyamphetamine	4764-17-4	experimental,illicit,
DB01510	Dehydrochloromethyltestosterone		experimental,illicit,
DB01511	Delorazepam	2894-67-9	approved,illicit,investigational,
DB01512	Hydromorphinol	2183-56-4	experimental,illicit,
DB01513	17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane	641-83-8	experimental,illicit,
DB01514	Furazabol	1239-29-8	illicit,
DB01515	Benzoylecgonine	519-09-5	experimental,illicit,
DB01516	3,4,5-Trimethoxyamphetamine	1082-88-8	experimental,illicit,
DB01518	Benzethidine	3691-78-9	experimental,illicit,
DB01520	Tenocyclidine	21500-98-1	experimental,illicit,investigational,
DB01521	Clostebol	1093-58-9	experimental,illicit,
DB01522	Betacetylmethadol	17199-59-6	experimental,illicit,
DB01523	Clonitazene	3861-76-5	experimental,illicit,
DB01524	Androstenediol	521-17-5	experimental,illicit,
DB01525	Ecgonine	481-37-8	experimental,illicit,
DB01526	4-Androstenediol	1156-92-9	experimental,illicit,
DB01527	Clortermine	10389-73-8	experimental,
DB01528	4-Methyl-2,5-dimethoxyamphetamine	15588-95-1	experimental,illicit,
DB01529	Dextromoramide	357-56-2	experimental,illicit,
DB01530	5alpha-androstane-3alpha,17beta-diol	1852-53-5	experimental,illicit,
DB01531	Desomorphine	427-00-9	experimental,illicit,
DB01532	α-Methylacetylfentanyl	101860-00-8	illicit,
DB01533	Diethylthiambutene	86-14-6	experimental,illicit,
DB01534	Chlorhexadol	3563-58-4	experimental,illicit,
DB01535	Carfentanil	59708-52-0	illicit,investigational,vet_approved,
DB01536	Androstenedione	63-05-8	experimental,illicit,
DB01537	4-Bromo-2,5-dimethoxyphenethylamine	66142-81-2	experimental,illicit,
DB01538	Acetyldihydrocodeine	3861-72-1	experimental,illicit,
DB01539	1-Piperidinocyclohexanecarbonitrile	3867-15-0	experimental,illicit,
DB01540	17alpha-methyl-4-hydroxynandrolone	2747-16-2	illicit,
DB01541	Boldenone	846-48-0	illicit,vet_approved,
DB01542	Allylprodine	25384-17-2	experimental,illicit,
DB01543	18-methyl-19-nortestosterone		experimental,illicit,
DB01544	Flunitrazepam	1622-62-4	approved,illicit,
DB01545	Ethyl loflazepate	29177-84-2	approved,illicit,
DB01546	Etryptamine	2235-90-7	illicit,investigational,withdrawn,
DB01547	Drotebanol	3176-03-2	experimental,illicit,
DB01548	Diprenorphine	14357-78-9	illicit,vet_approved,
DB01549	Rolicyclidine	2201-39-0	experimental,illicit,
DB01550	Fenproporex	16397-28-7	approved,illicit,withdrawn,
DB01551	Dihydrocodeine	125-28-0	approved,illicit,
DB01552	Betameprodine	468-50-8	experimental,illicit,
DB01553	Cloxazolam	24166-13-0	approved,investigational,
DB01554	Bolandiol	19793-20-5	experimental,illicit,
DB01555	Alphacetylmethadol	17199-58-5	experimental,illicit,
DB01556	Chlorphentermine	461-78-9	illicit,withdrawn,
DB01557	α-Methylfentanyl	79704-88-4	illicit,
DB01558	Bromazepam	1812-30-2	approved,illicit,investigational,
DB01559	Clotiazepam	33671-46-4	approved,illicit,
DB01560	Cathinone	71031-15-7	illicit,
DB01561	Androstanedione	846-46-8	experimental,illicit,
DB01562	1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine	64-52-8	experimental,illicit,
DB01563	Chloral hydrate	302-17-0	approved,illicit,investigational,vet_approved,
DB01564	Calusterone	17021-26-0	experimental,illicit,
DB01565	Dihydromorphine	509-60-4	experimental,illicit,
DB01566	Methylenedioxyethamphetamine	82801-81-8	experimental,illicit,
DB01567	Fludiazepam	3900-31-0	approved,illicit,
DB01568	Codeine-N-oxide	3688-65-1	experimental,illicit,
DB01569	Formebolone	2454-11-7	experimental,illicit,
DB01570	Ohmefentanyl	78995-14-9	illicit,
DB01571	3-Methylfentanyl	42045-86-3	illicit,
DB01572	Methyl-1-testosterone	65-04-3	experimental,illicit,
DB01573	Benzylmorphine	14297-87-1	experimental,illicit,
DB01574	Attapulgite	12174-11-7	approved,vet_approved,
DB01575	Kaolin	1332-58-7	approved,
DB01576	Dextroamphetamine	51-64-9	approved,illicit,
DB01577	Methamphetamine	537-46-2	approved,illicit,
DB01578	Metrizamide	31112-62-6	approved,
DB01579	Phendimetrazine	634-03-7	approved,illicit,
DB01580	Oxprenolol	6452-71-7	approved,
DB01581	Sulfamerazine	127-79-7	approved,vet_approved,
DB01582	Sulfamethazine	57-68-1	approved,investigational,vet_approved,
DB01583	Liotrix	8065-29-0	approved,
DB01586	Ursodeoxycholic acid	128-13-2	approved,investigational,
DB01587	Ketazolam	27223-35-4	approved,
DB01588	Prazepam	2955-38-6	approved,illicit,
DB01589	Quazepam	36735-22-5	approved,illicit,
DB01590	Everolimus	159351-69-6	approved,
